client_id,went_back,variation
1432171,2,Unknown
1432192,3,Control
1432231,0,Unknown
1432292,1,Unknown
1432343,3,Unknown
1432589,3,Unknown
1432801,8,Unknown
1432936,3,Control
1432979,3,Control
1433050,5,Control
1433116,3,Test
1433186,3,Control
1433241,3,Unknown
1433298,3,Unknown
1433299,15,Test
1433387,5,Unknown
1433405,3,Control
1433486,3,Unknown
1433566,0,Control
1433649,3,Test
1433776,3,Control
1433824,1,Unknown
1433975,4,Test
1434054,3,Test
1434058,1,Unknown
1434199,0,Control
1434262,2,Control
1434264,3,Test
1434270,1,Control
1434291,3,Test
1434369,3,Test
1434395,3,Unknown
1434418,3,Unknown
1434609,3,Test
1434751,3,Test
1434809,4,Unknown
1434832,3,Unknown
1434972,6,Unknown
1435014,3,Unknown
1435050,6,Control
1435064,6,Unknown
1435223,4,Unknown
1435291,3,Test
1435416,3,Control
1435472,9,Control
1435541,3,Control
1435683,3,Test
1435713,0,Test
1435758,12,Test
1435852,5,Test
1435888,3,Unknown
1435940,0,Unknown
1436025,4,Control
1436207,3,Unknown
1436228,3,Unknown
1436419,5,Unknown
1436429,3,Test
1436455,9,Test
1436462,3,Test
1436536,3,Control
1436711,3,Test
1436784,3,Test
1436836,3,Test
1436922,0,Unknown
1436928,3,Test
1437008,3,Control
1437067,3,Test
1437076,3,Unknown
1437239,4,Test
1437247,0,Test
1437407,1,Unknown
1437463,3,Unknown
1437492,3,Unknown
1437512,0,Unknown
1437652,3,Unknown
1437677,1,Control
1437753,4,Control
1437766,3,Test
1437817,2,Unknown
1437900,7,Unknown
1437913,5,Unknown
1438075,4,Test
1438160,3,Unknown
1438266,6,Control
1438494,5,Unknown
1438527,3,Unknown
1438555,0,Control
1438559,0,Control
1438664,3,Unknown
1438671,3,Control
1438691,3,Unknown
1438929,2,Unknown
1439072,6,Unknown
1439139,9,Unknown
1439506,3,Unknown
1439522,3,Test
1439526,1,Test
1439754,5,Test
1439756,5,Unknown
1439766,1,Unknown
1439774,2,Test
1440003,1,Unknown
1440123,4,Unknown
1440215,5,Unknown
1440347,3,Test
1440376,3,Control
1440446,0,Control
1440703,3,Unknown
1440714,3,Control
1440772,3,Unknown
1440804,3,Unknown
1440920,3,Unknown
1441054,1,Unknown
1441284,5,Unknown
1441587,3,Test
1441674,3,Test
1441878,3,Unknown
1441929,3,Test
1442097,3,Test
1442107,4,Unknown
1442122,5,Unknown
1442196,3,Control
1442286,3,Control
1442360,3,Unknown
1442464,3,Unknown
1442485,3,Unknown
1442719,3,Unknown
1442875,4,Control
1442929,3,Test
1443121,4,Control
1443166,0,Unknown
1443174,3,Test
1443201,3,Unknown
1443218,0,Unknown
1443247,2,Unknown
1443271,0,Control
1443341,4,Unknown
1443359,3,Test
1443835,1,Unknown
1443858,5,Unknown
1443967,7,Control
1444117,7,Unknown
1444258,6,Test
1444292,3,Control
1444348,9,Unknown
1444484,3,Test
1444506,6,Control
1444583,0,Unknown
1444604,1,Unknown
1444770,3,Unknown
1444903,3,Test
1444905,3,Test
1444914,3,Unknown
1444916,0,Unknown
1445043,5,Test
1445174,0,Unknown
1445252,6,Control
1445283,3,Unknown
1445313,3,Unknown
1445317,5,Test
1445323,3,Unknown
1445327,3,Unknown
1445649,3,Control
1445656,3,Unknown
1445747,0,Control
1445840,3,Unknown
1445968,3,Test
1445976,5,Control
1445998,3,Test
1446048,3,Unknown
1446109,4,Unknown
1446243,5,Unknown
1446244,2,Control
1446326,3,Unknown
1446369,0,Test
1446386,0,Unknown
1446469,3,Control
1446474,3,Unknown
1446611,3,Unknown
1446621,3,Unknown
1446719,3,Control
1446777,7,Unknown
1446805,3,Unknown
1446947,3,Unknown
1446993,0,Unknown
1447011,6,Unknown
1447028,3,Control
1447137,3,Unknown
1447181,3,Control
1447336,4,Control
1447431,3,Control
1447441,1,Control
1447550,3,Unknown
1447843,3,Unknown
1447898,1,Control
1448165,8,Unknown
1448281,1,Unknown
1448304,5,Unknown
1448370,0,Unknown
1448725,3,Test
1448808,4,Unknown
1449069,3,Unknown
1449224,3,Unknown
1449264,7,Unknown
1449396,7,Unknown
1449443,3,Unknown
1449462,1,Unknown
1449684,5,Unknown
1449750,0,Unknown
1449791,3,Control
1449803,3,Unknown
1449893,3,Unknown
1449950,3,Control
1450108,4,Unknown
1450142,6,Control
1450289,5,Control
1450299,3,Control
1450760,3,Test
1450793,6,Test
1450997,1,Unknown
1451030,3,Unknown
1451177,3,Control
1451310,5,Unknown
1451414,0,Control
1451465,3,Unknown
1451520,3,Unknown
1451794,3,Unknown
1451908,3,Unknown
1452007,3,Unknown
1452079,3,Unknown
1452087,3,Unknown
1452094,3,Unknown
1452124,0,Unknown
1452291,6,Control
1452404,8,Unknown
1452713,3,Test
1452857,4,Unknown
1452942,10,Unknown
1453071,3,Unknown
1453196,3,Control
1453213,3,Control
1453322,5,Control
1453425,6,Unknown
1453650,3,Unknown
1453759,4,Control
1453854,0,Test
1453900,3,Unknown
1453972,4,Test
1453994,3,Unknown
1454014,3,Test
1454066,3,Unknown
1454087,0,Unknown
1454120,0,Unknown
1454137,3,Unknown
1454317,3,Test
1454475,1,Control
1454516,1,Test
1454623,0,Unknown
1454674,2,Control
1454975,3,Control
1454992,3,Unknown
1454996,0,Unknown
1455022,2,Test
1455063,3,Test
1455127,3,Test
1455162,3,Control
1455169,0,Unknown
1455178,3,Unknown
1455258,5,Unknown
1455306,5,Unknown
1455365,18,Control
1455468,3,Unknown
1455516,3,Test
1455539,3,Unknown
1455544,6,Test
1455637,3,Test
1455660,3,Control
1455678,0,Unknown
1455758,3,Unknown
1455865,1,Test
1455968,4,Unknown
1456089,3,Unknown
1456113,3,Unknown
1456118,4,Control
1456379,2,Test
1456394,3,Unknown
1456421,3,Control
1456535,7,Unknown
1456550,7,Unknown
1456619,3,Unknown
1456682,3,Test
1457174,10,Unknown
1457204,3,Unknown
1457212,1,Unknown
1457414,0,Unknown
1457423,3,Test
1457497,3,Test
1457674,2,Unknown
1457724,3,Unknown
1457903,5,Unknown
1457931,5,Unknown
1458074,3,Test
1458354,7,Unknown
1458357,3,Unknown
1458456,4,Test
1458523,4,Unknown
1458536,4,Test
1458660,0,Unknown
1458726,3,Test
1458761,3,Unknown
1459001,2,Control
1459036,3,Unknown
1459159,4,Unknown
1459183,3,Unknown
1459221,3,Control
1459231,3,Test
1459275,3,Unknown
1459294,3,Unknown
1459356,3,Unknown
1459573,3,Unknown
1459612,3,Test
1459787,3,Unknown
1459854,3,Control
1460059,4,Unknown
1460268,4,Unknown
1460311,3,Unknown
1460389,0,Unknown
1460398,0,Control
1460575,3,Unknown
1460648,3,Test
1460747,3,Unknown
1460789,1,Test
1460992,3,Test
1461086,5,Test
1461121,4,Unknown
1461145,3,Unknown
1461205,3,Unknown
1461279,4,Unknown
1461446,3,Unknown
1461526,3,Unknown
1461610,5,Unknown
1461624,3,Test
1461698,3,Test
1461831,3,Test
1461996,6,Unknown
1461998,6,Control
1462006,3,Unknown
1462117,2,Unknown
1462269,3,Unknown
1462335,6,Unknown
1462397,3,Unknown
1462470,3,Test
1462526,0,Control
1462540,6,Unknown
1462649,5,Control
1462725,4,Unknown
1462800,3,Unknown
1462829,5,Unknown
1462983,3,Control
1463014,3,Unknown
1463030,3,Control
1463059,3,Unknown
1463068,3,Unknown
1463114,3,Unknown
1463142,3,Test
1463659,1,Control
1463682,0,Unknown
1463776,1,Unknown
1463816,3,Unknown
1463931,4,Control
1463948,3,Unknown
1463967,3,Unknown
1464069,3,Unknown
1464082,3,Unknown
1464215,3,Control
1464247,4,Control
1464315,3,Test
1464318,5,Unknown
1464402,3,Unknown
1464406,3,Unknown
1464469,0,Control
1464487,2,Unknown
1464570,7,Unknown
1464670,4,Test
1464727,3,Unknown
1464805,0,Unknown
1465025,5,Unknown
1465089,3,Control
1465091,3,Control
1465100,3,Unknown
1465222,3,Control
1465396,3,Test
1465438,3,Unknown
1465486,3,Control
1465527,3,Unknown
1465625,3,Control
1465714,3,Control
1465785,3,Unknown
1465872,1,Unknown
1465875,4,Test
1465884,3,Unknown
1465899,3,Unknown
1465926,3,Unknown
1465995,0,Unknown
1466000,3,Test
1466029,3,Unknown
1466151,0,Test
1466177,0,Control
1466287,1,Unknown
1466300,3,Unknown
1466329,6,Unknown
1466536,3,Test
1466579,5,Test
1466673,3,Unknown
1466732,3,Control
1466899,3,Unknown
1466972,0,Test
1467023,9,Test
1467038,4,Unknown
1467053,3,Unknown
1467266,3,Control
1467290,3,Unknown
1467346,3,Unknown
1467374,3,Control
1467636,4,Control
1467657,0,Unknown
1467716,11,Unknown
1467774,4,Unknown
1467993,3,Unknown
1468081,4,Unknown
1468125,3,Control
1468213,3,Control
1468407,0,Unknown
1468646,0,Unknown
1468708,3,Control
1468807,3,Unknown
1468845,3,Unknown
1468988,3,Control
1468992,3,Unknown
1469028,3,Control
1469046,3,Unknown
1469135,3,Unknown
1469163,3,Unknown
1469259,3,Test
1469267,0,Unknown
1469340,5,Unknown
1469383,3,Unknown
1469541,0,Unknown
1469576,3,Control
1469587,3,Unknown
1469684,3,Unknown
1469754,3,Unknown
1469872,3,Unknown
1469874,3,Unknown
1470039,3,Unknown
1470161,1,Unknown
1470174,3,Unknown
1470266,4,Unknown
1470316,12,Control
1470424,3,Unknown
1470498,3,Control
1470622,3,Test
1470650,6,Unknown
1470768,3,Test
1470963,4,Unknown
1471147,3,Control
1471222,1,Test
1471224,3,Unknown
1471244,0,Unknown
1471261,3,Control
1471327,3,Unknown
1471334,3,Unknown
1471377,0,Unknown
1471456,3,Unknown
1472138,3,Control
1472332,3,Control
1472397,3,Unknown
1472773,3,Unknown
1472789,4,Unknown
1472844,0,Control
1472853,0,Control
1472859,3,Unknown
1472953,3,Control
1472979,3,Unknown
1473163,0,Unknown
1473236,3,Test
1473265,3,Control
1473301,3,Unknown
1473459,2,Unknown
1473551,6,Control
1473602,3,Control
1473666,3,Unknown
1473818,3,Unknown
1473921,3,Unknown
1473960,3,Unknown
1474003,3,Unknown
1474113,0,Control
1474213,3,Control
1474219,3,Unknown
1474348,6,Test
1474385,3,Unknown
1474461,5,Unknown
1474658,3,Unknown
1474823,3,Control
1474883,1,Unknown
1475087,7,Control
1475158,3,Unknown
1475168,0,Unknown
1475249,6,Control
1475368,3,Unknown
1475481,3,Control
1475637,0,Test
1475786,3,Test
1476178,9,Test
1476192,3,Unknown
1476289,5,Unknown
1476307,3,Unknown
1476578,4,Unknown
1476693,4,Test
1476828,3,Unknown
1476868,3,Unknown
1476869,3,Test
1476956,3,Test
1477018,1,Unknown
1477216,0,Unknown
1477266,6,Control
1477290,3,Unknown
1477387,3,Control
1477466,3,Test
1477604,3,Control
1477772,4,Unknown
1477843,3,Unknown
1477890,3,Unknown
1477976,0,Unknown
1477982,3,Unknown
1478257,3,Unknown
1478582,3,Unknown
1478657,4,Test
1478668,3,Unknown
1478709,2,Unknown
1478726,3,Unknown
1478871,2,Test
1478874,3,Test
1478966,0,Unknown
1479061,3,Unknown
1479122,3,Unknown
1479365,6,Test
1479429,9,Unknown
1479488,8,Test
1479520,15,Unknown
1479613,1,Unknown
1479663,0,Unknown
1479671,1,Unknown
1479678,4,Unknown
1479687,3,Unknown
1479816,4,Test
1479981,3,Unknown
1480027,3,Unknown
1480091,3,Unknown
1480267,3,Unknown
1480494,3,Unknown
1480506,3,Unknown
1480544,0,Test
1480573,4,Unknown
1480616,4,Control
1480622,3,Test
1480702,3,Unknown
1481023,3,Unknown
1481056,4,Test
1481057,5,Unknown
1481061,9,Unknown
1481142,5,Test
1481271,3,Unknown
1481299,3,Unknown
1481432,4,Test
1481522,4,Unknown
1481980,5,Unknown
1481992,3,Unknown
1482158,3,Test
1482161,5,Unknown
1482195,6,Test
1482272,5,Test
1482419,3,Unknown
1482430,1,Unknown
1482443,0,Control
1482460,3,Unknown
1482562,6,Control
1482734,6,Test
1482743,3,Test
1482958,3,Unknown
1483008,0,Unknown
1483064,3,Control
1483172,4,Unknown
1483511,3,Test
1483517,3,Test
1483552,4,Test
1483562,0,Unknown
1483583,3,Unknown
1483585,4,Test
1483641,3,Unknown
1483645,3,Unknown
1483712,7,Control
1483796,1,Unknown
1483806,3,Unknown
1483952,3,Unknown
1484214,3,Unknown
1484467,3,Control
1484523,4,Unknown
1484537,2,Test
1484555,4,Test
1484641,0,Unknown
1484672,2,Control
1484683,3,Unknown
1484720,3,Unknown
1484808,0,Control
1484854,4,Unknown
1484869,1,Unknown
1484871,4,Unknown
1485054,8,Test
1485094,1,Unknown
1485199,3,Test
1485336,3,Unknown
1485337,3,Unknown
1485496,1,Unknown
1485523,4,Unknown
1485556,3,Unknown
1485724,3,Unknown
1485883,3,Test
1486065,4,Unknown
1486086,0,Test
1486106,3,Control
1486118,3,Control
1486220,3,Unknown
1486294,3,Unknown
1486337,3,Unknown
1486410,4,Test
1486560,8,Test
1486572,0,Unknown
1486576,3,Unknown
1486639,3,Control
1486747,3,Unknown
1486808,3,Test
1486850,9,Control
1486877,5,Unknown
1486919,3,Unknown
1487087,6,Control
1487281,5,Unknown
1487604,3,Unknown
1487927,3,Unknown
1488048,3,Unknown
1488055,3,Test
1488142,7,Control
1488171,6,Unknown
1488283,2,Unknown
1488410,3,Test
1488806,3,Control
1488884,3,Test
1488889,3,Unknown
1488904,4,Unknown
1488917,7,Unknown
1488964,18,Unknown
1489046,3,Unknown
1489181,3,Unknown
1489328,4,Test
1489482,3,Unknown
1489492,3,Unknown
1489681,3,Unknown
1489688,3,Unknown
1489714,11,Unknown
1489797,3,Unknown
1489819,0,Unknown
1489849,3,Unknown
1489908,3,Unknown
1490108,3,Test
1490271,3,Unknown
1490290,10,Unknown
1490340,3,Unknown
1490700,5,Control
1490805,3,Test
1490809,5,Control
1490827,3,Unknown
1491029,3,Unknown
1491063,3,Control
1491085,5,Test
1491201,0,Unknown
1491241,6,Unknown
1491311,3,Test
1491491,0,Unknown
1491517,6,Test
1491537,1,Test
1491568,3,Unknown
1491704,3,Unknown
1491857,0,Unknown
1491962,1,Unknown
1492073,3,Unknown
1492225,3,Unknown
1492231,3,Unknown
1492595,5,Test
1492666,10,Unknown
1492692,1,Unknown
1492769,0,Unknown
1493065,0,Test
1493173,6,Unknown
1493217,3,Unknown
1493383,5,Unknown
1493471,3,Unknown
1493628,11,Unknown
1493647,11,Unknown
1493662,3,Control
1493699,0,Unknown
1493740,3,Unknown
1493997,0,Unknown
1494064,3,Test
1494066,0,Control
1494085,0,Unknown
1494192,0,Control
1494215,3,Test
1494245,1,Control
1494258,5,Test
1494303,13,Control
1494533,3,Unknown
1494548,3,Control
1494685,6,Unknown
1494699,3,Unknown
1494823,0,Unknown
1494847,3,Unknown
1494885,1,Test
1495033,5,Unknown
1495053,3,Test
1495386,3,Unknown
1495501,7,Test
1495569,3,Control
1495689,7,Control
1495745,3,Unknown
1495784,5,Unknown
1496006,2,Unknown
1496474,3,Unknown
1496507,3,Unknown
1496571,3,Control
1496620,4,Test
1496831,3,Test
1496846,4,Control
1496976,0,Unknown
1497206,4,Unknown
1497233,3,Unknown
1497235,3,Unknown
1497256,9,Control
1497269,10,Test
1497297,2,Unknown
1497401,0,Control
1497467,0,Unknown
1497476,3,Unknown
1497489,3,Unknown
1497502,5,Test
1497530,3,Test
1497547,3,Test
1497625,4,Unknown
1497688,4,Unknown
1497704,6,Test
1497711,3,Unknown
1497799,3,Unknown
1497901,4,Unknown
1498017,0,Test
1498073,3,Test
1498216,4,Unknown
1498252,3,Test
1498304,3,Test
1498398,4,Test
1498505,0,Test
1498554,3,Test
1498739,3,Unknown
1498746,4,Unknown
1498970,3,Unknown
1499088,3,Control
1499091,2,Control
1499103,1,Control
1499220,3,Unknown
1499370,0,Unknown
1499432,3,Test
1499489,4,Control
1499663,7,Control
1499677,4,Unknown
1499746,6,Control
1499852,0,Test
1499885,3,Unknown
1499943,8,Test
1500008,7,Test
1500103,3,Unknown
1500151,3,Unknown
1500193,6,Unknown
1500230,5,Unknown
1500353,4,Test
1500424,3,Unknown
1500600,0,Unknown
1500611,3,Control
1500622,4,Control
1500726,12,Unknown
1500813,1,Control
1500865,0,Control
1500869,11,Unknown
1500968,0,Unknown
1501011,3,Test
1501027,0,Test
1501041,0,Unknown
1501050,0,Control
1501062,6,Unknown
1501230,5,Unknown
1501244,3,Unknown
1501326,3,Unknown
1501374,3,Control
1501468,6,Unknown
1501476,0,Test
1501489,4,Test
1501512,4,Test
1501879,3,Unknown
1501903,4,Unknown
1501913,3,Control
1501957,6,Unknown
1501990,3,Test
1502049,3,Control
1502064,1,Unknown
1502312,6,Test
1502414,3,Test
1502468,3,Unknown
1502494,3,Control
1502583,1,Test
1502650,3,Unknown
1502912,3,Control
1502982,3,Test
1502999,3,Unknown
1503069,3,Unknown
1503190,0,Unknown
1503196,5,Control
1503317,3,Control
1503387,3,Unknown
1503437,6,Control
1503869,5,Unknown
1503927,6,Unknown
1503970,3,Unknown
1503995,3,Control
1504082,3,Test
1504089,8,Unknown
1504166,3,Control
1504212,0,Unknown
1504221,3,Unknown
1504244,9,Unknown
1504275,3,Control
1504305,5,Unknown
1504422,6,Control
1504488,6,Unknown
1504536,4,Test
1504645,3,Unknown
1504801,3,Control
1504883,4,Unknown
1505011,3,Control
1505053,1,Unknown
1505081,5,Control
1505095,5,Test
1505130,3,Test
1505133,3,Control
1505142,4,Test
1505312,3,Unknown
1505366,1,Test
1505791,1,Test
1505795,1,Unknown
1505825,3,Unknown
1505946,8,Test
1506009,0,Unknown
1506119,1,Unknown
1506121,0,Test
1506138,0,Control
1506152,3,Test
1506171,3,Test
1506175,3,Test
1506178,1,Unknown
1506199,5,Unknown
1506366,0,Control
1506413,3,Control
1506479,3,Unknown
1506596,4,Unknown
1506608,3,Test
1506959,3,Control
1507029,0,Unknown
1507058,0,Control
1507078,3,Unknown
1507127,3,Test
1507290,5,Unknown
1507359,3,Control
1507404,5,Unknown
1507503,3,Unknown
1507547,6,Unknown
1507552,2,Test
1507575,6,Unknown
1507780,6,Control
1507977,6,Unknown
1508016,6,Unknown
1508079,5,Unknown
1508297,3,Control
1508372,8,Unknown
1508543,3,Unknown
1508759,3,Test
1508760,3,Unknown
1509021,4,Unknown
1509028,4,Unknown
1509086,3,Unknown
1509361,6,Unknown
1509536,4,Unknown
1509726,0,Control
1509965,6,Unknown
1509977,3,Unknown
1510134,4,Unknown
1510141,0,Test
1510231,4,Unknown
1510490,3,Unknown
1510521,3,Control
1510545,0,Control
1510629,3,Unknown
1510634,0,Control
1510698,2,Unknown
1510818,3,Unknown
1511050,1,Unknown
1511115,3,Test
1511191,3,Control
1511193,6,Control
1511195,3,Unknown
1511198,3,Unknown
1511208,0,Unknown
1511216,3,Control
1511326,9,Control
1511438,3,Control
1511490,5,Test
1511508,8,Unknown
1511579,3,Unknown
1511616,3,Unknown
1511626,6,Unknown
1511641,3,Unknown
1511692,8,Unknown
1511779,3,Unknown
1511869,3,Unknown
1511904,6,Unknown
1511907,3,Control
1512070,3,Test
1512127,3,Unknown
1512172,0,Unknown
1512189,6,Test
1512407,3,Unknown
1512485,3,Unknown
1512524,3,Unknown
1512573,0,Control
1512596,3,Control
1512734,3,Test
1512743,3,Unknown
1512819,3,Unknown
1513036,3,Control
1513083,3,Control
1513334,3,Unknown
1513355,3,Unknown
1513385,3,Control
1513468,3,Unknown
1513728,5,Test
1513754,1,Unknown
1513845,5,Test
1513869,10,Unknown
1513890,3,Control
1514011,3,Test
1514026,3,Test
1514047,7,Unknown
1514333,3,Unknown
1514369,3,Unknown
1514400,4,Unknown
1514563,3,Unknown
1514631,4,Unknown
1515031,3,Test
1515112,0,Unknown
1515115,0,Control
1515194,4,Control
1515355,2,Test
1515358,7,Unknown
1515692,3,Unknown
1515775,0,Control
1515805,3,Unknown
1515809,1,Unknown
1516007,2,Unknown
1516040,4,Unknown
1516102,5,Unknown
1516127,3,Unknown
1516160,3,Control
1516248,8,Unknown
1516336,3,Unknown
1516424,3,Control
1516441,1,Test
1516519,3,Unknown
1516553,0,Unknown
1516728,3,Unknown
1516875,3,Control
1516891,3,Test
1516908,0,Control
1516997,3,Unknown
1517074,3,Unknown
1517178,3,Unknown
1517191,3,Unknown
1517227,0,Unknown
1517245,3,Unknown
1517480,1,Unknown
1517508,0,Unknown
1517553,10,Unknown
1517668,3,Unknown
1517761,0,Unknown
1517823,6,Test
1517855,3,Test
1517889,3,Test
1517963,0,Control
1518018,0,Test
1518044,4,Unknown
1518182,3,Test
1518204,0,Test
1518251,3,Unknown
1518319,3,Unknown
1518352,1,Control
1518449,6,Test
1518469,3,Control
1518623,1,Control
1518739,3,Test
1518783,3,Unknown
1518810,3,Unknown
1518828,3,Unknown
1518858,1,Unknown
1518898,0,Control
1518973,3,Unknown
1519016,3,Unknown
1519070,5,Unknown
1519217,6,Unknown
1519254,3,Unknown
1519302,5,Test
1519456,0,Test
1519539,0,Unknown
1519592,3,Unknown
1519690,3,Test
1519720,3,Test
1519777,4,Unknown
1519778,1,Test
1519784,5,Test
1519840,0,Unknown
1519845,3,Unknown
1519851,4,Unknown
1520049,3,Unknown
1520050,3,Control
1520088,1,Control
1520102,0,Unknown
1520223,3,Unknown
1520285,3,Unknown
1520419,4,Control
1520540,6,Control
1520551,3,Test
1520781,3,Test
1520822,6,Unknown
1520902,3,Unknown
1520992,3,Unknown
1521503,3,Test
1521508,3,Unknown
1521553,4,Unknown
1521707,4,Unknown
1521946,2,Unknown
1521953,4,Unknown
1522030,8,Control
1522042,3,Test
1522250,1,Unknown
1522469,3,Control
1522540,3,Unknown
1522564,4,Unknown
1522674,3,Control
1522689,3,Unknown
1522755,3,Unknown
1522779,2,Unknown
1522878,3,Unknown
1522892,3,Control
1522925,3,Unknown
1523157,3,Test
1523399,3,Test
1523427,3,Control
1523453,0,Control
1523778,3,Unknown
1523794,3,Unknown
1523806,0,Unknown
1523864,3,Test
1523954,3,Test
1524034,3,Unknown
1524076,3,Unknown
1524159,2,Control
1524241,3,Unknown
1524261,0,Unknown
1524280,3,Control
1524395,4,Test
1524416,3,Test
1524426,1,Control
1524481,6,Unknown
1524489,4,Test
1524492,3,Test
1524513,3,Unknown
1524675,3,Unknown
1524745,6,Unknown
1525068,0,Test
1525205,3,Test
1525212,2,Test
1525383,3,Unknown
1525480,6,Unknown
1525536,3,Unknown
1525603,1,Unknown
1525613,3,Unknown
1525768,3,Unknown
1526086,3,Unknown
1526142,3,Unknown
1526377,3,Unknown
1526448,0,Unknown
1526478,6,Control
1526516,6,Control
1526569,1,Control
1526574,3,Control
1526575,0,Unknown
1526618,3,Unknown
1526652,3,Control
1526658,3,Unknown
1526732,0,Control
1526749,0,Control
1526895,3,Unknown
1526927,5,Unknown
1527026,7,Unknown
1527320,3,Unknown
1527345,0,Test
1527444,5,Unknown
1527518,4,Control
1527623,2,Control
1528405,6,Unknown
1528551,5,Unknown
1528569,1,Unknown
1528743,3,Unknown
1528788,2,Unknown
1528829,3,Unknown
1528942,3,Unknown
1529017,3,Unknown
1529027,3,Test
1529231,3,Unknown
1529368,2,Control
1529419,3,Test
1529599,3,Unknown
1529647,3,Test
1529671,3,Test
1529794,5,Control
1529821,3,Control
1529826,9,Unknown
1529836,8,Unknown
1529927,3,Unknown
1530055,3,Unknown
1530255,1,Unknown
1530293,3,Unknown
1530379,3,Unknown
1530517,3,Test
1530645,3,Unknown
1530669,0,Test
1530829,4,Unknown
1530855,3,Control
1530929,3,Test
1531036,4,Unknown
1531159,5,Unknown
1531242,0,Unknown
1531424,3,Unknown
1531438,3,Unknown
1531524,3,Unknown
1531529,5,Unknown
1531551,3,Unknown
1531616,6,Control
1531690,3,Control
1531756,0,Unknown
1531962,8,Control
1531966,3,Unknown
1532004,3,Unknown
1532133,1,Control
1532154,0,Control
1532167,9,Unknown
1532215,2,Unknown
1532336,4,Test
1532360,5,Unknown
1532366,0,Unknown
1532378,0,Unknown
1532382,3,Unknown
1532540,4,Test
1532657,7,Test
1532692,4,Unknown
1532789,3,Unknown
1532881,3,Control
1532932,3,Test
1533010,3,Unknown
1533053,2,Control
1533108,3,Test
1533285,3,Unknown
1533338,1,Unknown
1533341,3,Control
1533366,3,Unknown
1533385,5,Unknown
1533449,3,Control
1533558,3,Control
1533794,0,Unknown
1533803,4,Unknown
1533956,3,Control
1534058,1,Test
1534109,3,Test
1534160,3,Unknown
1534239,3,Unknown
1534361,4,Test
1534403,4,Unknown
1534439,6,Unknown
1534452,3,Unknown
1534505,0,Control
1534510,3,Control
1534604,3,Unknown
1534664,3,Test
1534800,0,Unknown
1534830,3,Unknown
1534948,0,Control
1534949,6,Unknown
1534991,0,Unknown
1534996,3,Control
1535049,3,Unknown
1535130,0,Unknown
1535242,0,Unknown
1535266,3,Test
1535483,0,Control
1535528,3,Unknown
1535583,3,Unknown
1535594,3,Test
1535634,3,Unknown
1535679,3,Unknown
1535685,1,Unknown
1535789,3,Test
1535901,0,Unknown
1536030,5,Unknown
1536052,3,Unknown
1536089,3,Control
1536463,7,Control
1536599,1,Unknown
1536949,3,Unknown
1537101,3,Test
1537156,4,Control
1537170,3,Unknown
1537205,3,Unknown
1537363,3,Unknown
1537385,3,Unknown
1537414,3,Unknown
1537424,3,Unknown
1537456,3,Unknown
1537595,3,Unknown
1537702,3,Test
1537745,3,Unknown
1537785,4,Unknown
1537875,3,Control
1538101,1,Control
1538336,7,Control
1538385,3,Control
1538557,3,Control
1538717,3,Unknown
1538758,3,Control
1538765,3,Test
1538798,4,Control
1538807,3,Unknown
1538831,5,Unknown
1538938,3,Test
1539019,4,Control
1539053,3,Unknown
1539244,3,Unknown
1539303,1,Control
1539306,3,Unknown
1539321,7,Test
1539622,3,Unknown
1539703,3,Unknown
1539812,5,Test
1539844,0,Control
1539942,3,Unknown
1540064,7,Unknown
1540363,3,Control
1540632,3,Unknown
1540750,5,Test
1540819,3,Unknown
1540851,5,Unknown
1540873,3,Control
1540888,3,Control
1540941,3,Test
1541112,3,Test
1541174,3,Unknown
1541307,3,Unknown
1541367,14,Test
1541401,5,Control
1541580,3,Unknown
1541616,6,Control
1541632,3,Unknown
1541754,0,Test
1541765,4,Test
1541813,3,Unknown
1541824,0,Test
1542033,12,Test
1542109,5,Unknown
1542198,19,Control
1542281,0,Unknown
1542322,0,Test
1542467,3,Test
1542714,3,Control
1542807,3,Control
1542961,0,Unknown
1543017,3,Unknown
1543063,0,Unknown
1543084,0,Unknown
1543146,6,Unknown
1543254,0,Test
1543272,3,Unknown
1543278,5,Unknown
1543279,7,Unknown
1543373,4,Unknown
1543392,0,Unknown
1543470,1,Control
1543625,4,Control
1543773,3,Unknown
1543785,3,Test
1543837,8,Unknown
1543865,3,Unknown
1543912,3,Control
1543918,0,Control
1543949,3,Unknown
1544000,3,Control
1544082,3,Unknown
1544212,3,Control
1544275,0,Unknown
1544311,4,Unknown
1544389,3,Unknown
1544430,3,Test
1544639,4,Test
1544661,8,Unknown
1544759,6,Control
1544817,3,Test
1545221,3,Test
1545233,2,Control
1545289,3,Control
1545297,5,Control
1545300,3,Unknown
1545335,1,Control
1545405,3,Unknown
1545508,0,Unknown
1545778,3,Control
1545827,3,Unknown
1545935,4,Test
1545957,6,Unknown
1545984,3,Unknown
1546314,2,Control
1546340,10,Unknown
1546645,3,Test
1546745,3,Unknown
1546772,1,Unknown
1546775,6,Unknown
1546841,5,Test
1547183,4,Test
1547210,3,Control
1547233,3,Unknown
1547252,3,Unknown
1547269,0,Unknown
1547304,5,Control
1547321,4,Test
1547407,5,Unknown
1547428,0,Test
1547432,3,Unknown
1547490,3,Unknown
1547591,3,Control
1547876,10,Test
1547888,3,Test
1548193,4,Control
1548256,0,Control
1548295,3,Control
1548351,3,Unknown
1548413,3,Unknown
1548422,2,Unknown
1548491,0,Unknown
